player_id,updatedAt,season,injury,fromDate,untilDate,days,gamesMissed,gamesMissedClubs
238752,2025-10-06T22:12:47.807247,17/18,Hamstring injury,2018-03-19,2018-05-04,18,4.0,"162, 3499"
238752,2025-10-06T22:12:47.807247,17/18,muscular problems,2018-02-25,2018-01-03,5,,
238752,2025-10-06T22:12:47.807247,17/18,Ill,2017-09-21,2017-09-23,3,1.0,162
238752,2025-10-06T22:12:47.807247,16/17,Knee injury,2017-05-25,2017-12-06,19,3.0,"398, 3499"
238752,2025-10-06T22:12:47.807247,16/17,Knee problems,2016-04-12,2016-08-12,5,1.0,398
238752,2025-10-06T22:12:47.807247,15/16,Thigh problems,2016-05-31,2016-06-16,17,1.0,3499
585959,2025-10-06T22:15:18.321001,23/24,Hamstring injury,2023-12-09,2023-09-29,18,3.0,273
585959,2025-10-06T22:15:18.321001,22/23,Dead leg,2023-01-16,2023-03-02,19,3.0,273
585959,2025-10-06T22:15:18.321001,22/23,Muscle tear,2022-08-22,2022-09-16,26,6.0,273
585959,2025-10-06T22:15:18.321001,21/22,angina,2022-01-20,2022-01-24,5,1.0,826
585959,2025-10-06T22:15:18.321001,20/21,Knee injury,2021-03-18,2021-03-29,12,3.0,"826, 9323"
533568,2025-10-06T22:15:48.807724,24/25,Overstretching,2024-09-23,2024-09-25,3,1.0,1108
533568,2025-10-06T22:15:48.807724,23/24,Muscle injury,2024-08-02,2024-02-16,9,1.0,1108
743591,2025-10-06T22:16:19.216807,25/26,unknown injury,2025-10-08,2025-08-09,30,3.0,281
743591,2025-10-06T22:16:19.216807,24/25,Knee injury,2024-08-26,2024-12-09,18,3.0,"281, 3439"
743591,2025-10-06T22:16:19.216807,22/23,Hamstring injury,2023-01-31,2023-03-31,60,16.0,"383, 3439"
743591,2025-10-06T22:16:19.216807,22/23,Fitness,2022-07-22,2022-07-29,8,,
743591,2025-10-06T22:16:19.216807,20/21,Corona virus,2020-08-11,2020-12-22,45,13.0,"330, 3439"
504153,2025-10-06T22:16:49.500950,23/24,cold,2023-08-28,2023-08-30,3,,
504153,2025-10-06T22:16:49.500950,22/23,muscular problems,2023-02-13,2023-02-16,4,,
504153,2025-10-06T22:16:49.500950,21/22,Corona virus,2021-12-30,2022-10-01,12,1.0,18
88755,2025-10-06T22:17:19.915572,24/25,Hamstring muscle injury,2024-09-18,2024-10-31,44,12.0,"281, 3382"
88755,2025-10-06T22:17:19.915572,23/24,stomach problems,2024-09-04,2024-10-04,2,1.0,281
88755,2025-10-06T22:17:19.915572,23/24,Groin strain,2024-10-03,2024-03-18,9,2.0,281
88755,2025-10-06T22:17:19.915572,23/24,Fitness,2023-12-18,2023-12-29,12,3.0,281
88755,2025-10-06T22:17:19.915572,23/24,Hamstring injury,2023-12-08,2023-12-17,128,30.0,"281, 3382"
88755,2025-10-06T22:17:19.915572,22/23,Foot bruise,2023-04-26,2023-04-05,9,3.0,281
88755,2025-10-06T22:17:19.915572,22/23,Ill,2023-02-21,2023-02-24,4,1.0,281
88755,2025-10-06T22:17:19.915572,21/22,Corona virus,2021-11-19,2021-03-12,15,4.0,281
88755,2025-10-06T22:17:19.915572,21/22,Ankle injury,2021-01-08,2021-10-09,41,7.0,"281, 3382"
88755,2025-10-06T22:17:19.915572,20/21,Facial fracture,2021-05-29,2021-06-14,17,4.0,"281, 3382"
88755,2025-10-06T22:17:19.915572,20/21,muscular problems,2021-05-05,2021-05-15,11,2.0,281
88755,2025-10-06T22:17:19.915572,20/21,Hamstring injury,2021-01-21,2021-02-16,27,7.0,281
88755,2025-10-06T22:17:19.915572,20/21,Muscle injury,2020-12-10,2020-10-22,11,3.0,"281, 3382"
88755,2025-10-06T22:17:19.915572,19/20,Back injury,2020-02-03,2020-10-03,9,2.0,281
88755,2025-10-06T22:17:19.915572,19/20,Ankle problems,2019-09-29,2019-10-15,17,4.0,"281, 3382"
120705,2025-10-06T22:17:50.236514,25/26,Knee injury,2025-01-09,,37,5.0,12321
120705,2025-10-06T22:17:50.236514,16/17,Achilles tendon problems,2016-11-28,2016-09-12,12,1.0,1531
120705,2025-10-06T22:17:50.236514,12/13,Meniscus injury,2013-02-26,2013-10-04,44,6.0,7971
705370,2025-10-06T22:18:20.631475,22/23,Hamstring injury,2022-10-27,2022-11-30,35,6.0,4093
1084539,2025-10-06T22:18:50.999659,24/25,Hamstring injury,2025-12-02,2025-04-28,76,15.0,"1462, 17662"
386685,2025-10-06T22:19:21.392222,24/25,Broken hand,2024-11-12,2025-04-21,132,15.0,41
386685,2025-10-06T22:19:21.392222,24/25,pneumonia,2024-07-18,2024-01-09,46,5.0,41
386685,2025-10-06T22:19:21.392222,21/22,Ill,2022-03-02,2022-08-02,6,1.0,2
386685,2025-10-06T22:19:21.392222,21/22,influenza,2021-11-15,2021-01-12,17,2.0,2
386685,2025-10-06T22:19:21.392222,19/20,Abdominal muscle strain,2019-05-09,2019-09-13,9,1.0,151
386685,2025-10-06T22:19:21.392222,18/19,Shin injury,2019-03-17,2019-04-29,44,6.0,151
386685,2025-10-06T22:19:21.392222,17/18,Broken tibia,2017-10-14,2018-10-09,332,33.0,151
567129,2025-10-06T22:19:51.792347,24/25,unknown injury,2024-10-29,2024-02-12,35,7.0,"6574, 3380"
567129,2025-10-06T22:19:51.792347,23/24,Ankle sprain,2023-09-18,2023-10-19,32,9.0,"276, 3380"
567129,2025-10-06T22:19:51.792347,22/23,muscular problems,2023-05-13,2023-05-06,24,4.0,276
567129,2025-10-06T22:19:51.792347,22/23,Foot injury,2023-04-14,2023-04-20,7,1.0,276
567129,2025-10-06T22:19:51.792347,22/23,flu,2023-01-30,2023-04-02,6,1.0,276
567129,2025-10-06T22:19:51.792347,22/23,unknown injury,2022-10-16,2022-10-28,13,2.0,276
567129,2025-10-06T22:19:51.792347,20/21,Blockage in the back,2021-04-20,2021-04-23,4,1.0,903
567129,2025-10-06T22:19:51.792347,20/21,Knock,2021-02-26,2021-01-03,4,1.0,903
567129,2025-10-06T22:19:51.792347,20/21,Quarantine,2020-08-10,2020-10-22,15,7.0,"903, 3380"
282700,2025-10-06T22:20:22.630400,24/25,Cruciate ligament tear,2024-10-11,2025-01-08,265,29.0,1244
282700,2025-10-06T22:20:22.630400,19/20,Muscle injury,2019-01-09,2019-09-26,26,4.0,13222
282700,2025-10-06T22:20:22.630400,16/17,muscular problems,2017-01-05,2017-10-05,10,1.0,3010
464333,2025-10-06T22:21:23.471809,24/25,muscular problems,2025-02-16,2025-06-30,135,13.0,269
355861,2025-10-06T22:21:53.877356,24/25,Hamstring injury,2024-01-11,2024-11-15,15,3.0,12321
355861,2025-10-06T22:21:53.877356,21/22,muscular problems,2022-04-28,2022-09-19,145,16.0,1050
355861,2025-10-06T22:21:53.877356,20/21,muscular problems,2020-09-28,2020-01-10,4,,
355861,2025-10-06T22:21:53.877356,20/21,Rest,2020-09-21,2020-09-24,4,1.0,989
355861,2025-10-06T22:21:53.877356,20/21,Rest,2020-09-14,2020-09-17,4,1.0,989
355861,2025-10-06T22:21:53.877356,19/20,Broken foot,2019-09-12,2020-09-04,123,15.0,989
355861,2025-10-06T22:21:53.877356,19/20,Hamstring injury,2019-07-29,2019-09-19,53,8.0,"2282, 989, 3379"
355861,2025-10-06T22:21:53.877356,18/19,Ankle injury,2018-10-18,2019-11-03,145,27.0,"2282, 3379"
355861,2025-10-06T22:21:53.877356,17/18,Thigh problems,2018-03-05,2018-05-17,15,2.0,467
355861,2025-10-06T22:21:53.877356,17/18,Back problems,2017-11-27,2018-01-02,67,9.0,467
355861,2025-10-06T22:21:53.877356,17/18,Back problems,2017-10-30,2017-06-11,8,1.0,467
744729,2025-10-06T22:22:24.344327,25/26,Foot injury,2025-08-09,,30,4.0,4
744729,2025-10-06T22:22:24.344327,25/26,influenza,2025-08-19,2025-08-21,3,,
744729,2025-10-06T22:22:24.344327,24/25,Fitness,2025-04-21,2025-03-07,74,8.0,27
744729,2025-10-06T22:22:24.344327,24/25,Shoulder injury,2025-02-03,2025-04-21,51,10.0,27
744729,2025-10-06T22:22:24.344327,24/25,Fitness,2024-05-09,2025-01-26,144,26.0,27
744729,2025-10-06T22:22:24.344327,23/24,Torn muscle bundle,2023-02-11,2024-04-09,308,37.0,27
744729,2025-10-06T22:22:24.344327,23/24,Fitness,2023-04-10,2023-01-11,29,5.0,27
744729,2025-10-06T22:22:24.344327,23/24,Torn muscle bundle,2023-01-09,2023-04-10,34,7.0,27
744729,2025-10-06T22:22:24.344327,22/23,Hamstring injury,2023-05-05,2023-08-29,117,7.0,"1462, 27"
744729,2025-10-06T22:22:24.344327,22/23,Capsular injury,2022-08-09,2022-12-09,5,,
744729,2025-10-06T22:22:24.344327,22/23,Outer ligament tear,2022-07-25,2022-08-30,37,3.0,1462
288340,2025-10-06T22:22:54.729142,20/21,influenza,2021-05-15,2021-05-17,3,1.0,108
288340,2025-10-06T22:22:54.729142,19/20,Quarantine,2020-03-15,2020-03-29,15,,
288340,2025-10-06T22:22:54.729142,19/20,Meniscus injury,2019-11-08,2019-12-16,128,16.0,108
288340,2025-10-06T22:22:54.729142,18/19,Groin problems,2019-08-05,2019-05-13,6,1.0,113
288340,2025-10-06T22:22:54.729142,18/19,Ill,2018-02-11,2018-09-11,8,1.0,113
288340,2025-10-06T22:22:54.729142,13/14,Ill,2014-02-25,2014-02-03,6,1.0,22725
918362,2025-10-06T22:23:25.035725,23/24,Knee injury,2023-01-11,2023-11-19,19,3.0,57
564449,2025-10-06T22:23:55.418398,24/25,Knee injury,2024-12-20,2025-02-14,57,12.0,512
564449,2025-10-06T22:23:55.418398,21/22,Knee injury,2021-10-10,2021-11-15,37,9.0,"499, 11944"
564449,2025-10-06T22:23:55.418398,21/22,Knee injury,2021-08-18,2021-09-21,35,8.0,"499, 11944"
277533,2025-10-06T22:24:56.127839,18/19,Adductor injury,2018-09-20,2018-10-18,29,5.0,1531
277533,2025-10-06T22:24:56.127839,17/18,Hamstring injury,2017-11-09,2017-02-11,53,8.0,1532
806073,2025-10-06T22:27:26.755216,24/25,Tonsillitis,2025-04-15,2025-04-24,10,1.0,81
806073,2025-10-06T22:27:26.755216,24/25,Shoulder injury,2024-06-11,2024-11-19,14,2.0,81
806073,2025-10-06T22:27:26.755216,24/25,Tonsillitis,2024-09-26,2024-01-10,6,1.0,81
806073,2025-10-06T22:27:26.755216,22/23,unknown injury,2022-11-09,2022-10-24,44,11.0,"1171, 5710"
810895,2025-10-06T22:27:57.036425,23/24,Shoulder injury,2023-10-30,2024-01-21,84,15.0,"162, 3575"
810895,2025-10-06T22:27:57.036425,23/24,Hip injury,2023-08-20,2023-12-10,54,12.0,"162, 3575"
810895,2025-10-06T22:27:57.036425,23/24,Hamstring injury,2023-08-20,2023-12-10,54,12.0,"162, 3575"
810895,2025-10-06T22:27:57.036425,22/23,Ill,2023-03-03,2023-03-17,15,2.0,162
156990,2025-10-06T22:28:27.387052,25/26,Inner ligament injury,2025-08-24,2025-01-09,9,1.0,86
156990,2025-10-06T22:28:27.387052,24/25,Fitness,2025-04-03,2025-11-03,8,1.0,86
156990,2025-10-06T22:28:27.387052,24/25,Internal ligament strain,2025-01-31,2025-04-03,33,6.0,86
156990,2025-10-06T22:28:27.387052,23/24,Syndesmotic ligament tear,2024-02-20,2024-03-25,35,5.0,"86, 3383"
156990,2025-10-06T22:28:27.387052,23/24,muscular problems,2023-09-12,2023-12-18,10,2.0,86
156990,2025-10-06T22:28:27.387052,23/24,Injury to abdominal muscles,2023-09-23,2023-03-10,11,2.0,86
156990,2025-10-06T22:28:27.387052,23/24,Injury to abdominal muscles,2023-07-22,2023-06-08,16,,
156990,2025-10-06T22:28:27.387052,22/23,Ill,2023-08-03,2023-03-21,14,2.0,86
156990,2025-10-06T22:28:27.387052,22/23,Adductor pain,2022-10-17,2022-10-20,4,1.0,86
156990,2025-10-06T22:28:27.387052,21/22,Abdominal muscle strain,2022-10-03,2022-07-04,29,5.0,"86, 3383"
156990,2025-10-06T22:28:27.387052,21/22,Thigh problems,2022-10-02,2022-02-21,12,2.0,86
156990,2025-10-06T22:28:27.387052,21/22,Corona virus,2021-12-30,2022-01-13,15,,
156990,2025-10-06T22:28:27.387052,21/22,Corona virus,2021-11-11,2021-11-25,15,3.0,"86, 3383"
156990,2025-10-06T22:28:27.387052,20/21,Pelvic contusion,2021-04-26,2021-05-17,22,3.0,86
156990,2025-10-06T22:28:27.387052,20/21,Thigh problems,2020-12-21,2020-12-31,11,1.0,86
687640,2025-10-06T22:28:57.828915,22/23,unknown injury,2023-01-27,2023-01-30,4,1.0,4163
687640,2025-10-06T22:28:57.828915,22/23,Rest,2022-05-21,2022-05-23,3,1.0,46157
687640,2025-10-06T22:28:57.828915,21/22,unknown injury,2022-07-03,2022-03-25,19,1.0,46157
377641,2025-10-06T22:29:58.833891,25/26,muscular problems,2025-02-10,2025-02-11,32,5.0,276
377641,2025-10-06T22:29:58.833891,24/25,Calf injury,2025-03-05,2025-05-18,16,3.0,162
377641,2025-10-06T22:29:58.833891,24/25,Thigh problems,2025-06-01,2025-08-01,3,1.0,114
377641,2025-10-06T22:29:58.833891,24/25,Hamstring strain,2024-09-26,2024-07-10,12,4.0,114
377641,2025-10-06T22:29:58.833891,23/24,Capsular injury,2024-11-03,2024-03-25,15,2.0,114
377641,2025-10-06T22:29:58.833891,23/24,unknown injury,2023-09-11,2024-01-19,72,13.0,1075
377641,2025-10-06T22:29:58.833891,23/24,unknown injury,2023-08-24,2023-08-09,16,2.0,1075
377641,2025-10-06T22:29:58.833891,22/23,unknown injury,2023-04-05,2023-05-23,20,3.0,1075
377641,2025-10-06T22:29:58.833891,21/22,Knee injury,2021-11-22,2021-07-12,16,3.0,1075
377641,2025-10-06T22:29:58.833891,20/21,Rest,2021-01-25,2021-01-27,3,1.0,1075
377641,2025-10-06T22:29:58.833891,19/20,Muscle injury,2020-06-07,2020-07-15,10,2.0,2425
377641,2025-10-06T22:29:58.833891,19/20,Muscle injury,2019-02-09,2019-10-21,50,14.0,"2420, 6602"
537763,2025-10-06T22:30:29.120851,24/25,Cruciate ligament tear,2025-04-20,2026-01-01,257,26.0,5358
537509,2025-10-06T22:30:59.500856,22/23,Torn muscle fiber in the adductor area,2022-02-09,2022-09-24,23,4.0,41101
537509,2025-10-06T22:30:59.500856,21/22,Ankle sprain,2022-07-03,2022-01-04,26,3.0,41101
537509,2025-10-06T22:30:59.500856,21/22,Muscle injury,2021-08-18,2021-11-09,25,2.0,41101
537509,2025-10-06T22:30:59.500856,20/21,unknown injury,2020-05-10,2020-10-18,14,3.0,7197
258608,2025-10-06T22:31:29.881305,25/26,strain,2025-08-25,2025-09-25,32,4.0,23
258608,2025-10-06T22:31:29.881305,24/25,Lumbar vertebra fracture,2025-01-29,2025-02-26,29,4.0,4084
258608,2025-10-06T22:31:29.881305,24/25,muscular problems,2024-09-09,2024-09-26,18,3.0,"4084, 3561"
258608,2025-10-06T22:31:29.881305,24/25,unknown injury,2024-08-29,2024-09-24,27,5.0,"4084, 3561"
258608,2025-10-06T22:31:29.881305,19/20,Hip problems,2019-09-18,2019-10-10,23,4.0,2921
546926,2025-10-06T22:32:00.287780,23/24,Vein occlusion,2023-10-20,2024-01-24,97,18.0,"607, 13958"
546926,2025-10-06T22:32:00.287780,22/23,unknown injury,2022-01-08,2022-10-08,10,1.0,1435
546926,2025-10-06T22:32:00.287780,20/21,Ankle injury,2022-04-20,2022-04-05,15,2.0,1435
546926,2025-10-06T22:32:00.287780,19/20,unknown injury,2021-03-01,2021-01-24,22,4.0,1435
546926,2025-10-06T22:32:00.287780,19/20,unknown injury,2019-03-10,2019-07-11,36,8.0,"3892, 13958"
250683,2025-10-06T22:32:30.693100,25/26,Broken hand,2025-11-09,2025-10-20,40,7.0,6195
250683,2025-10-06T22:32:30.693100,24/25,Hamstring muscle injury,2025-03-25,2025-04-30,37,5.0,6195
250683,2025-10-06T22:32:30.693100,24/25,Muscle fatigue,2024-10-26,2024-01-11,7,2.0,6195
250683,2025-10-06T22:32:30.693100,23/24,Knee problems,2024-04-13,2024-04-19,7,1.0,6195
250683,2025-10-06T22:32:30.693100,23/24,influenza,2023-12-22,2023-12-25,4,1.0,6195
250683,2025-10-06T22:32:30.693100,22/23,unknown injury,2022-03-09,2022-12-09,10,2.0,1038
250683,2025-10-06T22:32:30.693100,21/22,Calf problems,2022-05-03,2022-10-04,37,7.0,2655
250683,2025-10-06T22:32:30.693100,21/22,unknown injury,2021-07-11,2021-03-12,27,4.0,4083
250683,2025-10-06T22:32:30.693100,15/16,unknown injury,2016-05-13,2016-05-24,12,2.0,2722
341501,2025-10-06T22:34:01.669779,22/23,Ill,2023-04-21,2023-04-25,5,1.0,1010
341501,2025-10-06T22:34:01.669779,22/23,Knee injury,2022-11-12,2023-08-01,29,6.0,1010
107574,2025-10-06T22:34:31.977549,24/25,Broken nose bone,2025-03-04,2025-08-04,6,1.0,41
107574,2025-10-06T22:34:31.977549,24/25,Arm injury,2024-11-23,2024-12-16,24,4.0,41
107574,2025-10-06T22:34:31.977549,23/24,muscular problems,2023-12-08,2023-08-16,5,1.0,41
107574,2025-10-06T22:34:31.977549,22/23,Calf problems,2023-04-13,2023-04-18,6,1.0,41
107574,2025-10-06T22:34:31.977549,19/20,Bone splintering,2020-02-13,2020-04-05,82,4.0,269
107574,2025-10-06T22:34:31.977549,18/19,Knee problems,2019-01-01,2019-01-27,27,,
107574,2025-10-06T22:34:31.977549,17/18,Fitness,2017-11-20,2017-04-12,15,2.0,60
107574,2025-10-06T22:34:31.977549,17/18,Foot injury,2017-03-07,2017-11-20,141,16.0,60
107574,2025-10-06T22:34:31.977549,16/17,Knee problems,2017-05-18,2017-06-29,43,1.0,48
107574,2025-10-06T22:34:31.977549,16/17,Adductor pain,2017-06-04,2017-05-15,40,6.0,48
107574,2025-10-06T22:34:31.977549,16/17,influenza,2016-05-12,2016-12-29,25,3.0,60
107574,2025-10-06T22:34:31.977549,16/17,muscular problems,2016-11-14,2016-11-24,11,1.0,60
107574,2025-10-06T22:34:31.977549,16/17,influenza,2016-09-19,2016-09-26,8,2.0,60
107574,2025-10-06T22:34:31.977549,15/16,Adductor injury,2015-09-14,2015-10-19,36,5.0,48
107574,2025-10-06T22:34:31.977549,14/15,Knee problems,2014-11-09,2014-02-10,22,7.0,"48, 17368"
1109828,2025-10-06T22:35:32.713976,23/24,Ankle injury,2024-02-04,2024-04-19,18,4.0,"71085, 32270"
292139,2025-10-06T22:36:03.316751,24/25,Ankle injury,2025-02-27,2025-05-16,79,12.0,"677, 3509"
292139,2025-10-06T22:36:03.316751,24/25,Ankle injury,2025-06-01,2025-02-16,42,7.0,677
292139,2025-10-06T22:36:03.316751,15/16,Foot injury,2015-12-18,2016-01-06,167,31.0,"1060, 3509"
538964,2025-10-06T22:36:33.671981,24/25,bruise,2024-03-12,2024-06-12,4,1.0,1025
516978,2025-10-06T22:37:04.048545,23/24,Meniscus injury,2024-04-26,2024-06-30,66,4.0,127
516978,2025-10-06T22:37:04.048545,23/24,Foot injury,2023-05-12,2023-08-12,4,1.0,127
685487,2025-10-06T22:39:34.793011,23/24,Syndesmotic ligament tear,2024-02-20,2024-05-05,76,11.0,983
685487,2025-10-06T22:39:34.793011,22/23,Back injury,2022-01-07,2022-12-31,184,18.0,983
685487,2025-10-06T22:39:34.793011,21/22,Ankle injury,2022-02-25,2022-04-03,8,1.0,983
685487,2025-10-06T22:39:34.793011,21/22,unknown injury,2021-10-20,2021-11-25,37,6.0,983
685487,2025-10-06T22:39:34.793011,21/22,unknown injury,2021-09-09,2021-09-30,22,4.0,983
400644,2025-10-06T22:40:05.935562,25/26,Shoulder injury,2025-08-27,2025-12-31,127,15.0,10
400644,2025-10-06T22:40:05.935562,24/25,Fitness,2024-02-12,2024-04-12,3,1.0,10
400644,2025-10-06T22:40:05.935562,24/25,infection,2024-11-27,2024-02-12,6,1.0,10
400644,2025-10-06T22:40:05.935562,24/25,Foot injury,2024-07-22,2024-10-28,99,16.0,10
400644,2025-10-06T22:40:05.935562,21/22,Corona virus,2022-06-01,2022-01-21,16,1.0,1283
94201,2025-10-06T22:40:36.288454,24/25,Calf problems,2025-03-30,2025-04-22,24,4.0,4
94201,2025-10-06T22:40:36.288454,23/24,muscular problems,2023-09-18,2023-12-10,25,5.0,89
94201,2025-10-06T22:40:36.288454,22/23,infection,2023-05-18,2023-05-23,6,1.0,89
94201,2025-10-06T22:40:36.288454,21/22,Ill,2021-06-07,2021-12-07,7,,
94201,2025-10-06T22:40:36.288454,16/17,strain,2016-10-29,2016-11-14,17,2.0,82
94201,2025-10-06T22:40:36.288454,15/16,Torn lateral ankle ligament,2015-09-17,2015-11-26,71,14.0,82
94201,2025-10-06T22:40:36.288454,13/14,infection,2013-12-08,2013-08-15,4,2.0,3262
403177,2025-10-06T22:41:37.034914,24/25,Ankle injury,2024-10-24,2024-11-25,33,7.0,"41, 53982"
403177,2025-10-06T22:41:37.034914,22/23,Ankle injury,2023-06-02,2023-04-03,27,4.0,447
403177,2025-10-06T22:41:37.034914,16/17,unknown injury,2017-02-18,2017-01-06,104,21.0,"4641, 11952"
659459,2025-10-06T22:42:07.426221,24/25,Ill,2025-06-30,2025-03-07,4,1.0,16
659459,2025-10-06T22:42:07.426221,24/25,minor knock,2025-04-14,2025-04-18,5,1.0,16
659459,2025-10-06T22:42:07.426221,24/25,muscular problems,2025-03-03,2025-10-03,8,2.0,16
659459,2025-10-06T22:42:07.426221,24/25,Knee problems,2025-12-02,2025-02-16,5,1.0,16
659459,2025-10-06T22:42:07.426221,24/25,Knee problems,2025-07-02,2025-10-02,4,1.0,16
659459,2025-10-06T22:42:07.426221,24/25,Ill,2024-12-20,2024-12-31,12,3.0,631
659459,2025-10-06T22:42:07.426221,24/25,Ill,2024-02-10,2024-04-10,3,1.0,631
659459,2025-10-06T22:42:07.426221,23/24,unknown injury,2024-04-25,2024-05-18,24,5.0,631
659459,2025-10-06T22:42:07.426221,23/24,Knock,2024-03-25,2024-02-04,9,2.0,"631, 9565"
659459,2025-10-06T22:42:07.426221,23/24,Ankle injury,2024-02-13,2024-10-03,27,4.0,631
659459,2025-10-06T22:42:07.426221,23/24,Fitness,2024-01-01,2024-08-01,8,1.0,631
659459,2025-10-06T22:42:07.426221,23/24,Knee injury,2023-09-10,2023-12-31,84,18.0,"631, 9565"
659459,2025-10-06T22:42:07.426221,23/24,Knee injury,2023-08-21,2023-06-10,47,8.0,"631, 9565"
659459,2025-10-06T22:42:07.426221,23/24,flu,2023-04-25,2023-04-27,3,1.0,631
659459,2025-10-06T22:42:07.426221,22/23,Hamstring injury,2022-01-11,2022-12-15,45,4.0,631
623412,2025-10-06T22:42:37.974138,24/25,Broken finger,2024-10-30,2025-06-02,100,14.0,7769
623412,2025-10-06T22:42:37.974138,23/24,Fracture of the eye socket,2023-09-14,2023-06-10,23,4.0,416
623412,2025-10-06T22:42:37.974138,20/21,Corona virus,2020-10-29,2020-12-11,15,1.0,13499
105470,2025-10-06T22:43:08.474077,25/26,Hamstring injury,2025-01-10,2025-12-11,43,8.0,31
105470,2025-10-06T22:43:08.474077,24/25,concussion,2025-03-21,2025-07-04,18,3.0,"31, 3439"
105470,2025-10-06T22:43:08.474077,24/25,Hamstring injury,2024-10-18,2024-12-19,63,16.0,"31, 3439"
105470,2025-10-06T22:43:08.474077,24/25,Hamstring injury,2024-05-10,2024-10-11,37,10.0,"31, 3439"
105470,2025-10-06T22:43:08.474077,24/25,Thigh problems,2024-09-18,2024-09-26,9,2.0,31
105470,2025-10-06T22:43:08.474077,23/24,Hamstring injury,2024-02-16,2024-12-04,57,15.0,"31, 3439"
105470,2025-10-06T22:43:08.474077,23/24,Virus,2024-08-02,2024-12-02,5,1.0,31
105470,2025-10-06T22:43:08.474077,23/24,muscular problems,2023-11-26,2023-08-12,13,3.0,31
105470,2025-10-06T22:43:08.474077,21/22,Corona virus,2022-01-01,2022-08-01,8,1.0,31
105470,2025-10-06T22:43:08.474077,20/21,Ill,2021-01-02,2021-05-02,5,1.0,31
105470,2025-10-06T22:43:08.474077,20/21,Hip injury,2020-11-29,2020-12-12,14,3.0,31
105470,2025-10-06T22:43:08.474077,20/21,Shoulder injury,2020-03-10,2020-10-23,21,5.0,"31, 3439"
105470,2025-10-06T22:43:08.474077,20/21,Ill,2020-09-21,2020-09-27,7,1.0,31
105470,2025-10-06T22:43:08.474077,19/20,Hip injury,2020-01-03,2020-05-20,81,3.0,31
105470,2025-10-06T22:43:08.474077,19/20,Calf injury,2019-10-08,2019-10-16,68,15.0,"31, 3439"
1086375,2025-10-06T22:43:39.075518,25/26,Thigh problems,2025-07-28,2025-09-13,48,5.0,1148
1086375,2025-10-06T22:43:39.075518,24/25,Fitness,2025-03-19,2025-09-04,22,2.0,1148
1086375,2025-10-06T22:43:39.075518,24/25,Back injury,2024-08-28,2025-03-19,204,32.0,1148
433177,2025-10-06T22:44:09.418539,25/26,Hamstring injury,2025-08-23,2025-09-17,26,4.0,11
433177,2025-10-06T22:44:09.418539,24/25,Hamstring injury,2024-12-22,2025-03-30,99,21.0,"11, 3299"
433177,2025-10-06T22:44:09.418539,24/25,Thigh problems,2024-10-10,2024-10-24,15,3.0,"11, 3299"
433177,2025-10-06T22:44:09.418539,24/25,Muscle injury,2024-05-13,2024-05-20,8,1.0,11
433177,2025-10-06T22:44:09.418539,23/24,unknown injury,2024-03-21,2024-06-04,17,5.0,"11, 3299"
433177,2025-10-06T22:44:09.418539,23/24,Thigh problems,2023-03-10,2023-10-21,19,5.0,"11, 3299"
433177,2025-10-06T22:44:09.418539,21/22,Dead leg,2021-06-30,2021-05-07,6,1.0,3299
433177,2025-10-06T22:44:09.418539,20/21,Hip problems,2021-01-28,2021-01-31,4,1.0,11
433177,2025-10-06T22:44:09.418539,20/21,Ankle injury,2020-12-30,2021-01-01,3,,
433177,2025-10-06T22:44:09.418539,20/21,Hamstring injury,2020-11-23,2020-11-28,6,1.0,11
433177,2025-10-06T22:44:09.418539,19/20,Knee injury,2020-03-02,2020-02-15,13,,
119277,2025-10-06T22:44:40.009931,24/25,Ill,2025-03-13,2025-03-18,6,1.0,82
119277,2025-10-06T22:44:40.009931,23/24,Torn muscle fiber,2024-12-05,2024-09-06,29,2.0,82
119277,2025-10-06T22:44:40.009931,22/23,Ligament injury,2022-07-07,2022-08-09,64,6.0,82
119277,2025-10-06T22:44:40.009931,19/20,Facial fracture,2020-07-05,2020-05-25,19,2.0,82
119277,2025-10-06T22:44:40.009931,18/19,bruise,2019-04-04,2019-04-25,22,3.0,82
119277,2025-10-06T22:44:40.009931,17/18,Fitness,2018-04-23,2018-03-05,11,1.0,82
119277,2025-10-06T22:44:40.009931,17/18,Syndesmosis ligament tear,2018-08-02,2018-04-23,75,10.0,82
119277,2025-10-06T22:44:40.009931,15/16,Foot bruise,2015-10-26,2015-11-16,22,5.0,"3, 3262"
119277,2025-10-06T22:44:40.009931,14/15,Mononucleation,2015-05-02,2015-04-13,68,14.0,"3, 3262"
119277,2025-10-06T22:44:40.009931,12/13,Knock,2012-11-22,2012-12-31,40,3.0,1461
119277,2025-10-06T22:44:40.009931,10/11,concussion,2011-05-23,2011-05-30,8,2.0,"21048, 3262"
354361,2025-10-06T22:45:10.595352,25/26,unknown injury,2025-07-25,2025-07-30,6,,
354361,2025-10-06T22:45:10.595352,24/25,Calf injury,2025-02-23,2025-03-14,20,3.0,6195
354361,2025-10-06T22:45:10.595352,23/24,Foot bruise,2023-12-18,2023-12-21,4,1.0,6195
354361,2025-10-06T22:45:10.595352,23/24,Hamstring muscle injury,2023-08-10,2023-10-27,20,5.0,"6195, 3434"
354361,2025-10-06T22:45:10.595352,23/24,Calf injury,2023-04-08,2023-08-18,15,,
